Description_Cluster;Count;Associated_Comment_Clusters
unteren;39;vermutlich(1)|lteren(1)|datums(1)|vermutlich lteren(1)|lteren datums(1)
im unteren;0;
unteren bereich;0;
ostseite der;0;
verzahnung;1;
unterf;210;und(7)|por(4)|untergrund(4)|por sem(4)|betr(4)|gt(4)|betr gt(4)|fundamentplatte(3)|bauwerksteil(3)|keine(2)
folgende;12;sichtbar(1)|durch(1)|ausfl(1)|sse(1)|unten(1)|sichtbar durch(1)|durch ausfl(1)|ausfl sse(1)|sse unten(1)
ebene;5;
beg;23;
nstigt;6;
verzahnung der;0;
gelmauer hinter;0;
der unterf;0;
unterf hrung;0;
hrung im;0;
gerissen setzungen;0;
setzungen stlich;0;
stlich der;0;
gelmauer und;0;
die daraus;0;
daraus folgende;2;sichtbar(1)|durch(1)|ausfl(1)|sse(1)|unten(1)|sichtbar durch(1)|durch ausfl(1)|ausfl sse(1)|sse unten(1)
folgende verdrehung;0;
der ebene;0;
ebene der;0;
haben die;0;
die rissbildung;0;
beg nstigt;0;
biegerisse;8;
biegerisse von;0;
zur mitte;0;
westseite;3;
bewehrungen und;0;
stirn;8;
der bord;0;
re seitliche;3;
seitliche stirn;0;
stirn der;0;
bewehrungen entlang;0;
mehrere lokale;0;
lokale rostflecken;0;
beginnend;5;
biegeriss beginnend;0;
beginnend bei;0;
unteren stlichen;0;
stlichen ecke;0;
ecke und;0;
durchgehend bis;0;
fundation;15;chauffage(2)|il(1)|faut(1)|faire(1)|remblayer(1)|par(1)|le(1)|propri(1)|taire(1)|du(1)
strassenentw;1;
gelmauer fundation;0;
fundation auf;0;
ostseite vermutlich;0;
vermutlich beg;0;
nstigt durch;0;
den auslauf;0;
auslauf der;0;
strassenentw sserung;0;
abrutschungen;3;
erde;220;bernommen(3)|hi(3)|2024(3)|hi 2024(3)|bis(2)|trockensteinmauer(2)|von(2)|von hi(2)|2024 bernommen(2)|aus(1)
kleinere abrutschungen;0;
von erde;0;
erde ber;0;
mehrere kiesnester;0;
ganzen fl;0;
fl che;0;
wand verteilt;0;
hohlstellen;24;fundamentplatte(3)|elemente(3)|insgesamt(2)|wasser(1)|fliesst(1)|direkt(1)|entlang(1)|der(1)|und(1)|gelangt(1)
kante der;0;
mauerkrone oben;0;
steinmauer;12;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
rtelfugen der;0;
der steinmauer;0;
querrisse auf;0;
lose oder;0;
oder abgeplatzte;0;
in entw;0;
5mm vermutlich;0;
durch aar;0;
spalt;6;
gt;82;korrosionsschutz(3)|unproblematisch(2)|da(2)|fundamente(2)|als(2)|der(2)|keine(2)|lediglich(1)|anker(1)|sowie(1)
spalt betr;0;
betr gt;0;
gt unten;0;
unten ca;0;
cm oben;0;
oben ca;0;
ca 9;0;
0mm;8;
1 0mm;0;
befalls;4;
aar befalls;0;
zwangsaussetzt;1;
plusieures;17;
plusieures clats;0;
quelques fissures;0;
avec ouverture;0;
4 fissures;0;
ouvertures ponctuellement;0;
ponctuellement jusqu;0;
1mm en;0;
partie sup;0;
rieure ouverture;0;
0 1mm;0;
strictement;11;
fissures strictement;0;
strictement inf;0;
0 7mm;0;
fissure inf;0;
3mm en;0;
et jusqu;0;
initiation;64;
endommag;10;
corps en;0;
en treillis;0;
treillis endommag;0;
corps treillis;0;
avec t;0;
plac;92;de(5)|la(4)|l(4)|ouvrage(4)|de l(4)|constatation(4)|migr(3)|dans(3)|migr dans(3)|d(3)
1216;1;
d plac;0;
plac e;0;
e dans;0;
dans constations;0;
constations 1216;0;
appliqu;3;commence(2)|tache(1)|de(1)|rouille(1)|a(1)|tre(1)|visible(1)|en(1)|surface(1)|tache de(1)
derni;39;du(2)|joint(2)|d(1)|g(1)|t(1)|local(1)|au(1)|niveau(1)|de(1)|mortier(1)
constatation plus;0;
plus visible;0;
visible car;0;
car un;0;
un rev;0;
tement de;0;
appliqu depuis;0;
la derni;0;
inspection sur;0;
aile 3;0;
craquel;12;
nombreuses;4;
nombreuses fissures;0;
trouvait;2;
p0091;2;
constation se;0;
se trouvait;0;
trouvait sur;0;
ouvrage p0091;0;
absence;17;eau(1)|qui(1)|goutte(1)|eau qui(1)|qui goutte(1)
goujon;3;
absence de;0;
de goujon;0;
goujon de;0;
mortier;39;assainissement(4)|du(4)|entreprise(4)|parapet(2)|avec(2)|mortier(2)|en(2)|2018(2)|par(2)|l(2)
jointoyage;14;
li;787;de(27)|en(17)|efflorescences(16)|d(16)|corrosion(15)|constatation(14)|surface(14)|armatures(12)|en surface(12)|avec(10)
du mortier;0;
mortier de;0;
li en;0;
partie la;0;
la v;0;
ainsi;6;
une partie;0;
partie du;0;
du parement;0;
parement sup;0;
reure n;0;
est ainsi;0;
ainsi pas;0;
risque;2;
chute;16;supprim(2)|faible(1)|chevauchement(1)|faible chevauchement(1)|cette(1)|constatation(1)|peut(1)|tre(1)|e(1)|cette constatation(1)
pierre;37;assainissement(4)|du(4)|entreprise(4)|parapet(2)|avec(2)|mortier(2)|en(2)|2018(2)|par(2)|l(2)
voie;60;supprim(2)|verteilt(2)|ber(2)|die(2)|gesamte(2)|fl(2)|che(2)|verteilt ber(2)|ber die(2)|die gesamte(2)
risque de;0;
de chute;0;
chute de;0;
de pierre;0;
pierre de;0;
la voie;0;
trouvent;2;la(3)|fonctionnalit(3)|d(2)|teriore(2)|de(2)|toutefois(2)|de la(2)|ce(1)|g(1)|t(1)
les appuis;0;
appuis qui;0;
trouvent dessous;0;
dessous sont;0;
sont corrod;0;
localement avec;0;
infiltrations ouverture;0;
3mm pas;0;
expos;7;
surface expos;0;
expos au;0;
au gel;0;
gel d;0;
d gel;0;
anti;328;localis(66)|de(47)|s(36)|application(36)|rag(35)|ages(33)|ragr ages(33)|ages localis(33)|d(33)|protection(31)
coll;33;longitudinale(2)|fondation(2)|pas(1)|grave(1)|pas grave(1)|migr(1)|dans(1)|caisson(1)|migr dans(1)|dans caisson(1)
protection anti;0;
anti corrosion;2;
d coll;0;
coll e;0;
30cm d;0;
eau l;0;
joint non;0;
res t;0;
cl;381;d(14)|de(13)|armature(11)|constatation(11)|l(10)|e(9)|de la(7)|aucun(7)|photos(7)|ont(7)
ture;1067;de(100)|non(65)|sup(62)|non sup(62)|fissures(43)|et(37)|0(36)|3mm(36)|fissures de(34)|sup 0(32)
cl ture;0;
encrass;27;
eaux encrass;0;
e et;0;
laub;4;
laub und;0;
m ll;0;
ll in;0;
den mauerfugen;0;
bitume;11;
polym;5;
en bitume;0;
bitume polym;0;
polym re;0;
re d;0;
transition;6;ouvrage(4)|aucun(2)|impact(2)|sur(2)|la(2)|statique(2)|de(2)|l(2)|aucun impact(2)|impact sur(2)
tassements au;0;
dalle de;0;
ments d;0;
form s;0;
dispositif;10;
retenue;18;
conforme;20;
ofrou;16;
de retenue;0;
retenue non;0;
non conforme;0;
l ofrou;0;
souvent;3;
souvent avec;0;
des armatures;0;
surface du;0;
ton fortement;0;
fortement alt;0;
r e;0;
rouille efflorescence;0;
importantes zones;0;
avec souvent;0;
souvent des;0;
rouille au;0;
cette;92;supprim(20)|constatation(19)|cette(18)|peut(18)|tre(18)|cette constatation(18)|constatation peut(18)|tre supprim(18)|peut tre(17)|la(3)
relev;79;bordure(18)|refaite(18)|de(16)|cette(15)|constatation(15)|peut(15)|tre(15)|supprim(15)|cette constatation(15)|constatation peut(15)
dentes;43;fissures(1)|colmat(1)|es(1)|fissures colmat(1)|colmat es(1)
pu;246;de(33)|corrosion(27)|armatures(27)|efflorescences(19)|en(19)|la(18)|de la(15)|d(14)|dues(12)|surface(12)
cette constatation;0;
constatation relev;0;
relev e;0;
e lors;0;
des pr;0;
pr c;0;
dentes inspections;0;
inspections n;0;
n a;0;
a pas;0;
pas pu;0;
pu tre;0;
tre localis;0;
orni;6;
et orni;0;
orni rage;0;
umgest;2;
rzter;1;
baum;15;
umgest rzter;0;
rzter baum;0;
baum hat;0;
hat 2;0;
rbe besch;0;
einerseits;1;
nat;42;ouvrage(25)|de(22)|l(19)|d(18)|fortement(17)|e(17)|de l(17)|la(14)|venue(13)|eau(13)
zersetzung;3;
andererseits;1;
lawinenniederg;1;
digt einerseits;0;
einerseits durch;0;
die nat;0;
nat rliche;0;
rliche zersetzung;0;
zersetzung und;0;
andererseits durch;0;
durch lawinenniederg;0;
kunststoffnetz;1;
erdrutsches;4;
m3;2;
absturzgef;3;
hrdet;4;
aufrund eines;0;
eines erdrutsches;0;
erdrutsches gerissen;0;
m3 sind;0;
sind absturzgef;0;
absturzgef hrdet;0;
erosion;454;de(45)|non(37)|sup(37)|non sup(37)|fissures(24)|0(23)|3mm(23)|et(20)|fissures de(19)|longueur(19)
lawinenanprall;1;
verkippt;4;joint(1)|ouvert(1)|jusqu(1)|10cm(1)|joint ouvert(1)|ouvert jusqu(1)|jusqu 10cm(1)
glage;1;
durch erdrutsch;0;
erdrutsch erosion;0;
erosion und;0;
und oder;0;
oder lawinenanprall;0;
lawinenanprall verkippt;0;
verkippt verschoben;0;
in schr;0;
schr glage;0;
glage oder;0;
oder gerissen;0;
freilegung;4;
und freilegung;0;
freilegung der;0;
der steink;0;
fuss;55;chtigend(2)|ausgebrochene(1)|fugen(1)|ausgebrochene fugen(1)|nicht(1)|beeintr(1)|f(1)|r(1)|die(1)|funktion(1)
tiefe;10;funktionstauglich(2)|nicht(1)|mehr(1)|nicht mehr(1)
starke erosion;0;
erosion am;0;
am fuss;0;
fuss des;0;
fundaments h;0;
he ca;0;
ca 25;0;
cm breite;0;
breite ca;0;
m tiefe;0;
tiefe ca;0;
holz;23;holzeinlage(1)|entfernen(1)|holzeinlage entfernen(1)
abnutzung;6;
feuchtes holz;0;
holz mit;0;
mit leichter;0;
leichter abnutzung;0;
rior e;0;
t du;0;
un choc;0;
reprises;7;
tonnage;19;
des reprises;0;
reprises de;0;
de b;0;
stalactites;26;
venues;6;
goutte;7;
fissure infiltr;0;
e avec;0;
avec formation;0;
stalactites venues;0;
eau par;0;
par goutte;0;
goutte goutte;0;
conduite;43;supprim(6)|cette(3)|constatation(3)|peut(3)|tre(3)|e(3)|cette constatation(3)|constatation peut(3)|peut tre(3)|tre supprim(3)
rend la;0;
la conduite;0;
h s;0;
chaque;6;
changement;8;de(2)|de la(2)|reprise(1)|la(1)|photo(1)|l(1)|hi(1)|2020(1)|reprise de(1)|la photo(1)
orientation;28;le(2)|couronnement(2)|ouverture(2)|gel(2)|ainsi(1)|que(1)|fissure(1)|horizontale(1)|parall(1)|70cm(1)
de chaque;0;
chaque changement;0;
undichter fahrbahn;0;
fahrbahn bergang;0;
bergang mit;0;
mit nassstellen;0;
polymerbitumen;3;
risse entlang;0;
der berg;0;
berg nge;0;
nge vereinzelt;0;
im fb;0;
undichter fb;0;
fb mit;0;
nassstellen aufgrund;0;
vermehrt teilweise;0;
teilweise aufgrund;0;
konsolkopf;15;
rissen in;0;
beschichtung vereinzelt;0;
hoher;2;
nahe;3;den(2)|aussparungen(2)|an(1)|w(1)|der(1)|an den(1)|den w(1)|w nden(1)|nden der(1)
widerlagerplatte;1;
wegen hoher;0;
hoher feuchtigkeit;0;
feuchtigkeit nassstellen;0;
widerlager vor;0;
an decke;0;
decke nahe;0;
nahe fb;0;
fb im;0;
an wl;0;
wl wand;0;
wand und;0;
eine stelle;0;
stelle d;0;
d ca;0;
cm an;0;
untersicht widerlagerplatte;0;
und bewehrung;0;
mit 10;0;
cm aufgrund;0;
abplatzung beschichtung;0;
wegen starken;0;
starken nassstellen;0;
lokal einzelner;0;
einzelner l;0;
l ngsriss;0;
ngsriss mit;0;
rissbreite 4mm;0;
nge 80;0;
erscheinung;7;trockensteinmauer(2)|zusatzwinkel(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)
aar erscheinung;0;
erscheinung mit;0;
mit netzartigen;0;
rissen 0;0;
kiesnester geringf;0;
zerfallserscheinungen;1;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
trockensteinmauer;2;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
aufgelockert;2;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
enrw;1;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
verdr;46;bis(2)|trockensteinmauer(2)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
ckt;27;bernommen(4)|hi(4)|2024(4)|hi 2024(4)|von(3)|von hi(3)|2024 bernommen(3)|trockensteinmauer(2)|aus(1)|bernommen aus(1)
aufgelockert enrw;0;
sserungsrohr verdr;0;
verdr ckt;0;
ckt und;0;
und auf;0;
fundament liegen;0;
liegen kleine;0;
kleine steine;0;
hre;139;betr(4)|gt(4)|betr gt(4)|bis(3)|zu(3)|0(3)|gt bis(3)|rissl(2)|nge(2)|1(2)
hre in;0;
2 ist;0;
ist gebrochen;0;
gebrochen verdr;0;
giger;8;
giger bewuchs;0;
caoutchouc;5;
joint caoutchouc;0;
caoutchouc non;0;
kalkausscheidungen aufgrund;0;
aufgrund nassstellen;0;
von undichten;0;
couronnement;6;
betonverdichtung;1;
schlechter betonverdichtung;0;
betonverdichtung keine;0;
keine folgesch;0;
den erkennbar;0;
aar mit;0;
risse und;0;
kalkausscheidungen rissbreite;0;
inspektion trocken;0;
trocken rissbreiten;0;
abgeschr;1;
gte;26;korrosionsschutz(3)|unproblematisch(2)|fundamente(2)|als(2)|da(1)|lediglich(1)|der(1)|anker(1)|sowie(1)|versteifung(1)
schwindrisse entlang;0;
entlang abgeschr;0;
abgeschr gte;1;
gte decke;0;
10 15;0;
15 gr;0;
distanz;2;
erkennen;26;zusatzwinkel(2)|insgesamt(2)|eventuell(1)|lteren(1)|datums(1)|eventuell lteren(1)|lteren datums(1)|schrauben(1)|und(1)|schrauben und(1)
versinterungen;4;
risse auf;0;
beim fundament;0;
fundament aus;0;
der distanz;0;
distanz zu;0;
zu erkennen;0;
erkennen risse;0;
risse haben;0;
haben teilweise;0;
ngsriss auf;0;
und netzrisse;0;
teilst;1;
10cm;10;fissure(1)|verticale(1)|travers(1)|le(1)|parement(1)|fissure verticale(1)|verticale travers(1)|travers le(1)|le parement(1)
teilst ck;0;
ck ca;0;
10cm x;0;
x 30cm;0;
mit risse;0;
vertikal;25;insgesamt(2)|ca(1)|43(1)|stk(1)|ca 43(1)|43 stk(1)
schwindrisse mehrheitlich;0;
mauerkrone vertikal;0;
vertikal nach;0;
unten verlaufen;0;
risse netzartig;0;
netzartige schwindrisse;0;
holzbewuchs;2;
verschiebt;2;
steinbl;5;joint(1)|ouvert(1)|jusqu(1)|10cm(1)|joint ouvert(1)|ouvert jusqu(1)|jusqu 10cm(1)
der holzbewuchs;0;
holzbewuchs verschiebt;0;
verschiebt und;0;
l st;0;
st fugen;0;
fugen und;0;
und steinbl;0;
steinbl cke;2;joint(1)|ouvert(1)|jusqu(1)|10cm(1)|joint ouvert(1)|ouvert jusqu(1)|jusqu 10cm(1)
heren;5;abplatzung(1)|liegt(1)|oberhalb(1)|des(1)|maximalen(1)|wasserspiegels(1)|abplatzung liegt(1)|liegt oberhalb(1)|oberhalb des(1)|des maximalen(1)
steinquader durch;0;
fr heren;0;
heren bewuchs;0;
mauer abgel;0;
stein ist;0;
ist zudem;0;
zudem richtung;0;
tal bis;0;
zu 6;0;
6 cm;0;
betondruckabplatzung;4;
da;437;non(16)|migr(13)|de(13)|la(12)|non migr(10)|constatation(9)|a(9)|de la(9)|d(9)|l(7)
zusammengedr;2;
es ist;0;
da die;0;
fuge im;0;
bereich zusammengedr;0;
ckt worden;0;
worden ist;0;
steinreihen sind;0;
sind l;0;
ngs abgeplatzt;0;
abgeplatzt oder;0;
mauerkrone gerissen;0;
unterhaltsstrasse;7;
leichte setzungen;0;
setzungen neben;0;
mauerkrone erkennbar;0;
erkennbar auch;0;
auch an;0;
belag in;0;
und neben;0;
neben mauerkrone;0;
avec protection;0;
protection disparaissante;0;
2x;2;
20x10;2;
mit freiliegender;0;
2x ca;0;
ca 20x10;0;
20x10 cm;0;
mesurable;24;
max non;0;
non mesurable;0;
mesurable pas;0;
e pas;0;
d ex;0;
retrait fissures;0;
corrosion des;0;
armatures fissures;0;
surface non;0;
tanche au;0;
carbonate;24;ouvrage(25)|de(22)|l(19)|d(18)|fortement(17)|e(17)|de l(17)|venue(13)|eau(13)|la(13)
calcium;17;ouvrage(25)|de(22)|l(19)|d(18)|fortement(17)|e(17)|de l(17)|venue(13)|eau(13)|la(13)
teneur;17;ouvrage(25)|de(22)|l(19)|d(18)|fortement(17)|e(17)|de l(17)|venue(13)|eau(13)|la(13)
chlorure;17;ouvrage(25)|de(22)|l(19)|d(18)|fortement(17)|e(17)|de l(17)|venue(13)|eau(13)|la(13)
de calcium;0;
calcium haute;0;
haute teneur;0;
teneur en;0;
en chlorure;0;
chlorure en;0;
wanne;2;
der wanne;0;
wanne des;0;
durchlasses sind;0;
steine vorhanden;0;
kleinen str;0;
diverse feine;0;
feine netzrisse;0;
aussinterungen vermehrt;0;
vermehrt horizontale;0;
horizontale risse;1;
risse rissbreite;0;
heruntergefallene;5;
heruntergefallene steinquader;0;
la reprise;0;
tonnage infiltration;0;
et formation;0;
due;134;de(70)|sup(66)|non(61)|non sup(59)|fissures(40)|0(39)|3mm(39)|et(34)|sup 0(33)|3mm et(33)
pousse;7;
ensemble;43;migr(9)|dans(9)|migr dans(9)|de(9)|non(8)|sup(8)|non sup(8)|entretoise(7)|dans entretoise(6)|fissures(5)
cycles;1;
rioration des;0;
joints de;0;
tation qui;0;
qui pousse;0;
pousse sur;0;
ensemble de;0;
la surface;0;
surface et;0;
et la;0;
efflorescences cycles;0;
cycles de;0;
arri;23;
eau depuis;0;
l arri;0;
arri re;0;
ouvrage trace;0;
mur au;0;
favorise;1;
volution;9;de(3)|la(3)|de la(3)|particulier(3)|d(2)|accentu(2)|au(2)|niveau(2)|au niveau(2)|niveau de(2)
parement visible;0;
visible et;1;
mur favorise;0;
volution de;0;
des mortiers;0;
durchlassrinne;2;
ersetzt;11;vermutlich(1)|lteren(1)|datums(1)|vermutlich lteren(1)|lteren datums(1)
geschiebematerial;3;
eingebettet;2;
so;419;ouvrage(28)|de(24)|constatation(21)|pas(18)|de l(16)|l(15)|photos(15)|d(13)|dues(13)|car(13)
dass;6;
durchfahrt;2;
unterhaltsfahrzeugen;2;
nkung;20;zusatzwinkel(2)|bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)|max(1)|rissbreite(1)
erfolgen;3;
auslaufbereich;2;
durchlassrinne wurde;0;
wurde durch;0;
ein rohr;0;
rohr aus;0;
aus eisen;0;
eisen im;0;
unterhaltsstrasse ersetzt;0;
ersetzt diese;0;
diese wurde;0;
wurde mit;0;
geschiebematerial eingebettet;0;
so dass;0;
die durchfahrt;0;
durchfahrt mit;0;
ohne einschr;0;
einschr nkung;0;
nkung erfolgen;0;
erfolgen kann;0;
kann das;0;
das rohr;0;
eisen weist;0;
weist im;0;
im ein;0;
ein und;0;
auslaufbereich verformungen;0;
verformungen auf;0;
rinne;36;fundamentplatte(3)|bauwerksteil(3)|wasser(1)|fliesst(1)|direkt(1)|entlang(1)|der(1)|und(1)|gelangt(1)|auch(1)
abplatzung unterhalb;0;
unterhalb rinne;0;
rinne wahrscheinlich;0;
wahrscheinlich infolge;0;
20x;5;
infolge steinschlag;0;
platine;1;
zones localis;0;
localis es;0;
gradation de;0;
la platine;0;
bouch;15;
les conduites;0;
conduites ont;0;
d bouch;0;
bouch es;0;
45;63;de(25)|non(20)|sup(20)|non sup(20)|dans(16)|migr dans(16)|fissures(16)|fissures de(16)|migr(15)|caisson(11)
proximit;27;dans(10)|caisson(10)|migr dans(10)|dans caisson(10)|migr(9)|de(8)|non(8)|sup(8)|non sup(8)|fissures(4)
longueur;86;dans(19)|migr dans(19)|migr(18)|caisson(13)|dans caisson(13)|entretoise(7)|dans entretoise(6)|martigny(4)|pile(3)|entretoise pile(3)
200cm;26;dans(8)|migr dans(8)|migr(7)|entretoise(5)|caisson(4)|dans caisson(4)|martigny(4)|dans entretoise(4)|pile(2)|entretoise pile(2)
fissures 45;0;
45 proximit;0;
proximit des;0;
deux entretoises;0;
entretoises fissures;0;
largeur non;0;
non sup;0;
sup 0;0;
3mm et;0;
de longueur;0;
longueur non;0;
sup 200cm;0;
martigny;31;non(21)|migr(15)|non migr(13)|vu(5)|non vu(5)|de(5)|vu non(4)|sup(4)|non sup(3)|dans(2)
entretoise pile;0;
pile martigny;0;
martigny fissures;0;
pipettes;18;
coulement;37;longitudinale(2)|fondation(2)|fissure(1)|sur(1)|la(1)|face(1)|sup(1)|rieure(1)|du(1)|socle(1)
des pipettes;0;
pile sion;0;
sion fissures;0;
ouv;682;de(55)|corrosion(27)|armatures(26)|la(25)|d(24)|en(23)|suspicion(20)|efflorescences(19)|de la(16)|a(15)
5m;57;suspicion(8)|de(4)|rag(4)|de rag(4)|probablement(3)|ouverture(2)|fissure(1)|environ(1)|mi(1)|trav(1)
ouv max;0;
trame 0;0;
etanch;3;localement(2)|on(1)|constate(1)|que(1)|de(1)|l(1)|eau(1)|traverse(1)|le(1)|tablier(1)
faillante;3;localement(2)|on(1)|constate(1)|que(1)|de(1)|l(1)|eau(1)|traverse(1)|le(1)|tablier(1)
it d;0;
faillante localement;0;
o;5573;de(378)|d(134)|fissures(126)|sup(126)|non(119)|et(112)|la(107)|l(107)|0(100)|non sup(98)
couche;16;assainissement(12)|ouvrage(12)|uplan(7)|de(6)|l(6)|dans(6)|le(6)|martigny(6)|et(6)|environ(6)
oxydation;1;
protectrice;1;
lente;5;d(2)|accentu(2)|g(1)|ts(1)|s(1)|au(1)|niveau(1)|de(1)|la(1)|liaison(1)
es o;0;
o l;0;
la couche;0;
oxydation protectrice;0;
protectrice est;0;
est plus;0;
plus lente;0;
lente ou;0;
50m;7;
fissure transversale;0;
transversale ouverture;0;
trame de;0;
0 50m;0;
50m pas;0;
biaises;24;
fissures biaises;0;
biaises 45;0;
de deux;0;
entretoises ouv;0;
3mm longueur;0;
longueur inf;0;
inf 200cm;0;
200cm pas;0;
longueur sur;0;
sur environ;0;
proximit entretoise;0;
sion ouverture;0;
estim;27;
guli;75;
biaises ouverture;0;
max estim;0;
estim e;0;
e inf;0;
trame irr;0;
guli re;0;
encage;14;fissures(9)|mm(9)|0(8)|jusqu(6)|fissures jusqu(6)|jusqu 1(6)|rieures(6)|surface(5)|fortement(5)|alt(5)
fa encage;0;
encage sans;0;
sans maillage;0;
gulier avec;0;
raccord non;0;
ne;1488;de(54)|constatation(39)|d(37)|ouvrage(37)|e(36)|l(30)|r(29)|la(23)|fortement(23)|pas(23)
correspond;6;constatation(2)|effectu(2)|ouvrage(2)|aucune(1)|photo(1)|de(1)|cette(1)|n(1)|a(1)|pu(1)
pathologie;1;
elle;394;la(7)|des(7)|de(6)|constatation(6)|cette constatation(6)|insgesamt(6)|m(5)|sur(5)|ont(5)|aucune(5)
donc;40;
correspond pas;0;
pas une;0;
une pathologie;0;
ton elle;0;
elle est;0;
est donc;0;
donc plac;0;
par e;0;
paration;22;migr(2)|dans(2)|caisson(2)|migr dans(2)|dans caisson(2)|entreprise(2)|sanitaire(2)|r(2)|par(2)|r par(2)
tons;14;verschiebung(2)|migr(1)|dans(1)|caisson(1)|migr dans(1)|dans caisson(1)|im(1)|gleichen(1)|sehr(1)|hnlichen(1)
ancrage;13;d(4)|faut(2)|ex(2)|cution(2)|d faut(2)|faut d(2)|d ex(2)|ex cution(2)|migr(1)|dans(1)
sud;19;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|entretoise(1)|cul(1)|e(1)|sion(1)|dans entretoise(1)
paration de;0;
b tons;0;
tons des;0;
deux c;0;
te d;0;
t sion;0;
sion me;0;
me sud;0;
sud est;0;
renforcement;4;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|constatation(2)|autre(1)|ci(1)|dessus(1)|dans autre(1)
quipements;3;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|constatation(2)|autre(1)|ci(1)|dessus(1)|dans autre(1)
semblent;4;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|constatation(2)|autre(1)|ci(1)|dessus(1)|dans autre(1)
dater;3;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|constatation(2)|autre(1)|ci(1)|dessus(1)|dans autre(1)
poque;3;migr(3)|dans(3)|migr dans(3)|caisson(2)|dans caisson(2)|constatation(2)|autre(1)|ci(1)|dessus(1)|dans autre(1)
remplacement renforcement;0;
quipements les;0;
les l;0;
ments ne;0;
ne semblent;0;
semblent pas;0;
pas dater;0;
dater de;0;
l poque;0;
poque de;0;
r alisation;0;
alisation de;0;
risse ber;0;
coulure;23;les(1)|coulures(1)|ont(1)|l(1)|air(1)|anciennes(1)|les coulures(1)|coulures ont(1)|ont l(1)|l air(1)
provenant;18;important(2)|d(2)|localement(2)|traces(2)|efflorescence(2)|pot(1)|de(1)|calcaire(1)|et(1)|des(1)
poutres;13;
tallique;59;tation(3)|traversant(3)|structure(3)|la(2)|propag(2)|le(2)|tallique(2)|pos(1)|pour(1)|les(1)
coulure de;0;
rouille provenant;0;
provenant des;0;
des poutres;0;
fully;2;grilles(2)|4(1)|inchang(1)|es(1)|grilles inchang(1)|inchang es(1)
joint fully;0;
fully c;0;
lessivage;23;voir(1)|constatation(1)|2101(1)|voir constatation(1)|constatation 2101(1)
chaux;22;voir(1)|constatation(1)|2101(1)|voir constatation(1)|constatation 2101(1)
avec lessivage;0;
la chaux;0;
bavettes;1;ouvrage(2)|venue(1)|d(1)|eau(1)|depuis(1)|la(1)|partie(1)|sup(1)|de(1)|l(1)
tanche les;0;
les bavettes;0;
bavettes sont;0;
sont d;0;
et elles;0;
elles ne;0;
ne sont;0;
sont plus;0;
plus en;0;
en place;0;
section;29;
de section;0;
section importantes;0;
armature cass;0;
cass e;0;
suite;12;entreprise(2)|sanitaire(2)|r(2)|de(1)|faible(1)|chevauchement(1)|faible chevauchement(1)|aucune(1)|trace(1)|d(1)
visible suite;0;
suite l;0;
avec calcaire;0;
rapport;8;particulier(3)|avancement(2)|de(2)|la(2)|rejoingnable(2)|de la(2)|du(1)|d(1)|g(1)|t(1)
rence de;0;
de niveau;0;
niveau par;0;
par rapport;0;
rapport la;0;
la chauss;0;
pas t;0;
t relev;0;
sur site;0;
site elle;0;
trait;116;non(94)|de(91)|sup(85)|non sup(83)|fissures(47)|0(45)|et(45)|3mm(44)|largeur(43)|fissures de(43)
cadre;19;non(14)|migr(10)|non migr(10)|vu(4)|non vu(4)|pas(4)|constatation(3)|vu non(3)|de(3)|d(2)
uplans;19;non(14)|assainissement(12)|ouvrage(12)|migr(10)|non migr(10)|de(7)|l(6)|dans(6)|le(6)|uplan(6)
ep;204;de(34)|corrosion(27)|armatures(27)|non(19)|efflorescences(19)|en(19)|la(18)|migr(15)|d(15)|de la(14)
2019;110;constatation(28)|photo(14)|de(13)|aucune photo(13)|cette constatation(12)|aucune(11)|car(11)|photo de(11)|des(11)|pas(11)
trait dans;0;
le cadre;0;
cadre de;0;
uplans ep;0;
ep martigny;0;
martigny consta;0;
consta trait;0;
trait e;0;
en 2019;0;
