Description_ngram;Count;PerMille;Associated_Comments
200cm pas;9;0.15;
und rostflecken;9;0.15;
fissures au;9;0.15;
rostflecken und;9;0.15;
ouv inf;9;0.15;
fugen der;9;0.15;
obersten steinreihen;9;0.15;
hat sich;9;0.15;
apparente corrod;9;0.15;
fahrbahn bergang;9;0.15;
b ume;9;0.15;
sans efflorescences;9;0.15;
von rissen;9;0.15;
5 x;9;0.15;
mm im;9;0.15;
nid de;9;0.15;
chige korrosion;9;0.15;
infolge steinschlag;9;0.15;
ser moos;9;0.15;
avec taches;9;0.15;
du syst;9;0.15;
bewuchs durch;9;0.15;
je meter;9;0.15;
clats ou;9;0.15;
efflorescences 03;9;0.15;
l ofrou;9;0.15;
versatz von;9;0.15;
elles sont;9;0.15;
sentes sur;9;0.15;
zwangsrisse durch;9;0.15;
risse durch;9;0.15;
3mm maillage;9;0.15;
et au;9;0.15;
un l;9;0.15;
les t;9;0.15;
trame r;9;0.15;
verticales sur;9;0.15;
der konsole;9;0.15;
chauss bitumineux;9;0.15;
rtelfugen der;9;0.15;
place d;9;0.15;
avec l;9;0.15;
la largeur;9;0.15;
dalle sup;9;0.15;
r parations;9;0.15;
et morceaux;9;0.15;
contre la;9;0.15;
protection contre;9;0.15;
d ensemble;9;0.15;
photos d;9;0.15;
auf mauerkrone;9;0.15;
entw sserungsrohr;9;0.15;
diversen stellen;9;0.15;
sont plus;9;0.15;
x 5;9;0.15;
zwangsriss infolge;8;0.13;
dispositif de;8;0.13;
hauteur ouverture;8;0.13;
localement d;8;0.13;
aus den;8;0.13;
0 7;8;0.13;
cm im;8;0.13;
couverture de;8;0.13;
l oi;8;0.13;
riss ca;8;0.13;
petits clats;8;0.13;
fissures dans;8;0.13;
ca 20;8;0.13;
kalkausscheidungen bei;8;0.13;
zu geringer;8;0.13;
verschiebung der;8;0.13;
und rissl;8;0.13;
aufgrund von;8;0.13;
aufgrund zu;8;0.13;
les murs;8;0.13;
der m;8;0.13;
rtelfugen teilweise;8;0.13;
en treillis;8;0.13;
aussinterungen kalkausscheidungen;8;0.13;
vereinzelte lokale;8;0.13;
l extr;8;0.13;
0 7mm;8;0.13;
fissures jusqu;8;0.13;
riss mit;8;0.13;
an die;8;0.13;
longitudinales transversales;8;0.13;
v hicule;8;0.13;
degr s;8;0.13;
y a;8;0.13;
provenant de;8;0.13;
auf ganzer;8;0.13;
des nids;8;0.13;
de fixation;8;0.13;
niveau entre;8;0.13;
kleine abplatzungen;8;0.13;
nassstellen im;8;0.13;
und kleine;8;0.13;
de cette;8;0.13;
plus visibles;8;0.13;
teil der;8;0.13;
d armatures;8;0.13;
age fissures;8;0.13;
des escaliers;8;0.13;
face de;8;0.13;
ber dem;8;0.13;
schwinden rissbreite;8;0.13;
gradation de;8;0.13;
la plaque;8;0.13;
zwischen dem;8;0.13;
gel nderpfosten;8;0.13;
c est;8;0.13;
45 ouverture;8;0.13;
ttern des;8;0.13;
rostflecken an;8;0.13;
pr sents;8;0.13;
le d;8;0.13;
pour l;8;0.13;
arri re;8;0.13;
sur environ;8;0.13;
steink rbe;8;0.13;
e comme;8;0.13;
geringf giger;8;0.13;
berdeckung und;8;0.13;
der bruchsteinmauer;8;0.13;
fortschreitender bewehrungskorrosion;8;0.13;
peut tre;8;0.13;
par l;8;0.13;
un choc;8;0.13;
des grilles;8;0.13;
tation en;8;0.13;
les clats;8;0.13;
des travaux;8;0.13;
mit aussinterung;8;0.13;
d s;8;0.13;
im fr;8;0.13;
ages localis;8;0.13;
aar im;8;0.13;
mit fortschreitender;8;0.13;
usure avanc;8;0.13;
ragr age;8;0.13;
entre le;8;0.13;
fl gelmauern;8;0.13;
de rouilles;8;0.13;
du coffrage;8;0.13;
cm mit;8;0.13;
auf die;8;0.13;
und schlagl;8;0.13;
ouvrage tanch;8;0.13;
d assainissement;8;0.13;
belagsentw sserungsr;8;0.13;
site la;8;0.13;
che von;8;0.13;
la pile;8;0.13;
res traces;8;0.13;
cette constation;8;0.13;
abgel ste;8;0.13;
humides avec;8;0.13;
ablagerungen von;8;0.13;
bewehung mit;8;0.13;
sente une;8;0.13;
raison du;8;0.13;
autre sous;8;0.13;
2024 elles;8;0.13;
aussinterungen und;8;0.13;
tablier localement;8;0.13;
certaines fissures;8;0.13;
de mortier;8;0.13;
hen stadium;8;0.13;
mise nu;8;0.13;
fr hen;8;0.13;
du pont;8;0.13;
avanc e;8;0.13;
depuis l;8;0.13;
infiltration et;8;0.13;
localement compromise;8;0.13;
korrosion am;8;0.13;
beim einlauf;8;0.13;
in die;8;0.13;
durch axiale;8;0.13;
axiale verformungen;8;0.13;
verformungen risse;8;0.13;
stellen der;8;0.13;
durch trocknungsschwinden;8;0.13;
trocknungsschwinden temperaturschwankungen;8;0.13;
sont constat;8;0.13;
pierre de;8;0.13;
in regelm;8;0.13;
regelm ssigen;8;0.13;
infolge aar;8;0.13;
systematisch auftretende;8;0.13;
de plusieurs;8;0.13;
sichbare bewehung;8;0.13;
folgesch den;8;0.13;
kiesnester an;8;0.13;
retenue non;8;0.13;
voir constatation;8;0.13;
risse an;8;0.13;
stehendes wasser;8;0.13;
rissbreiten von;8;0.13;
parfois avec;8;0.13;
de roulement;8;0.13;
de trace;8;0.13;
max 40;8;0.13;
la moiti;8;0.13;
horizontales verticales;8;0.13;
usure du;8;0.13;
sup 100cm;8;0.13;
rhabillages en;8;0.13;
kleinen b;8;0.13;
la gaine;7;0.12;
r servoir;7;0.12;
rents profils;7;0.12;
1 m;7;0.12;
diff rents;7;0.12;
mur et;7;0.12;
30 x;7;0.12;
armatures corrod;7;0.12;
x 30;7;0.12;
pour la;7;0.12;
wenige rostflecken;7;0.12;
rieure 1;7;0.12;
les diff;7;0.12;
rences de;7;0.12;
diff rences;7;0.12;
von aar;7;0.12;
plus marqu;7;0.12;
ne pr;7;0.12;
sans trame;7;0.12;
ts m;7;0.12;
la substance;7;0.12;
mehrheitlich versintert;7;0.12;
ment de;7;0.12;
avec forte;7;0.12;
bereich von;7;0.12;
de chocs;7;0.12;
d grad;7;0.12;
joint combiflex;7;0.12;
mesurable pas;7;0.12;
forte corrosion;7;0.12;
abplatzungen ca;7;0.12;
proche des;7;0.12;
teilweise leicht;7;0.12;
l gers;7;0.12;
est pr;7;0.12;
der unterhaltsstrasse;7;0.12;
trait dans;7;0.12;
sehr vereinzelt;7;0.12;
site elle;7;0.12;
ruptures et;7;0.12;
cm gross;7;0.12;
par rapport;7;0.12;
kalkausscheidungen aus;7;0.12;
mit rissbreite;7;0.12;
ralis d;7;0.12;
netzrisse teilweise;7;0.12;
mit netzartigen;7;0.12;
mehrere abplatzungen;7;0.12;
l axe;7;0.12;
zu 3;7;0.12;
axe de;7;0.12;
la jonction;7;0.12;
und lose;7;0.12;
allem im;7;0.12;
lose und;7;0.12;
unproblematisch;7;0.12;bernommen aus(1)|aus hi(1)|hi 2024(1)
und an;7;0.12;
il y;7;0.12;
4 cm;7;0.12;
l entr;7;0.12;
coulement d;7;0.12;
cm verschoben;7;0.12;
abgel ster;7;0.12;
mit geringem;7;0.12;
des graffitis;7;0.12;
sern und;7;0.12;
und moos;7;0.12;
rhabillage de;7;0.12;
non trouv;7;0.12;
re avec;7;0.12;
sehr geringf;7;0.12;
infiltrations avec;7;0.12;
mit erdmaterial;7;0.12;
jusqu 1;7;0.12;
environ 200cm;7;0.12;
age ouverture;7;0.12;
avec de;7;0.12;
che des;7;0.12;
joint refait;7;0.12;
2 5;7;0.12;
l ger;7;0.12;
par en;7;0.12;
rostflecken auf;7;0.12;
lokal vereinzelte;7;0.12;
dues un;7;0.12;
risse verlaufen;7;0.12;
und b;7;0.12;
les angles;7;0.12;
verlaufen durch;7;0.12;
cet ouvrage;7;0.12;
durch zuschlagssteine;7;0.12;
zuschlagssteine teilweise;7;0.12;
fauts de;7;0.12;
ssigen abst;7;0.12;
der s;7;0.12;
rissen verdacht;7;0.12;
vereinzelt im;7;0.12;
probablement d;7;0.12;
auftretende zwangsrisse;7;0.12;
ausbr chen;7;0.12;
fissure transversale;7;0.12;
riss zwischen;7;0.12;
chute de;7;0.12;
droit du;7;0.12;
und kalkausscheidungen;7;0.12;
de parement;7;0.12;
sind nicht;7;0.12;
placement relatif;7;0.12;
probablement dues;7;0.12;
l enrobage;7;0.12;
b quille;7;0.12;
nassstelle mit;7;0.12;
clats n;7;0.12;
est insuffisant;7;0.12;
es d;7;0.12;
mehrheitlich mit;7;0.12;
es sur;7;0.12;
zu 2;7;0.12;
centim trique;7;0.12;
des anstrichs;7;0.12;
vereinzelte wassersinterungen;7;0.12;
e afin;7;0.12;
risse mehrheitlich;7;0.12;
environ 50cm;7;0.12;
aux exigences;7;0.12;
zu 10;7;0.12;
guli rement;7;0.12;
ist nicht;7;0.12;
bis 4;7;0.12;
exigences de;7;0.12;
und bei;7;0.12;
vereinzelt mit;7;0.12;
mit rostflecken;7;0.12;
due la;7;0.12;
zu 1;7;0.12;
et horizontales;7;0.12;
bis m;7;0.12;
rupture du;7;0.12;
vereinzelt versintert;7;0.12;
entw sserungs;7;0.12;
abplatzungen im;7;0.12;
abplatzungen bis;7;0.12;
ist die;7;0.12;
die fugen;7;0.12;
fissuration du;7;0.12;
s de;7;0.12;
t s;7;0.12;
die risse;7;0.12;
encrassement d;7;0.12;
stellen mit;7;0.12;
un angle;7;0.12;
cm rissbreite;7;0.12;
durch gr;7;0.12;
orientation horizontale;7;0.12;
den im;7;0.12;
calcaire suspicion;7;0.12;
remplacement de;7;0.12;
longitudinales et;7;0.12;
mit abplatzungen;7;0.12;
und korrosion;7;0.12;
te du;7;0.12;
und ungen;7;0.12;
but d;7;0.12;
wasser welches;7;0.12;
ordre de;7;0.12;
l ordre;7;0.12;
stahloberfl che;7;0.12;
conduite d;7;0.12;
gende bewehrungs;7;0.12;
des fb;7;0.12;
la fondation;7;0.12;
armature mise;7;0.12;
surface non;7;0.12;
rouille n;7;0.12;
d au;7;0.12;
schlecht verdichteter;7;0.12;
verdichteter beton;7;0.12;
mehrheitlich im;7;0.12;
abplatzung ca;7;0.12;
fugen unterhalb;7;0.12;
vereinzelte abplatzungen;7;0.12;
mi hauteur;7;0.12;
entw sserungsr;7;0.12;
m lang;7;0.12;
undichtem fb;7;0.12;
particuli rement;7;0.12;
avec infiltration;7;0.12;
des betons;7;0.12;
durch steinschlag;7;0.12;
sind teilweise;7;0.12;
mit versatz;7;0.12;
diff rence;7;0.12;
der risse;7;0.12;
face sup;7;0.12;
profils m;7;0.12;
es au;7;0.12;
le sous;6;0.1;
environ 1;6;0.1;
korrosion mit;6;0.1;
rtelfugen von;6;0.1;
aufgrund der;6;0.1;
rence de;6;0.1;
maueroberfl che;6;0.1;
um die;6;0.1;
x 40;6;0.1;
s l;6;0.1;
mm ca;6;0.1;
effectu e;6;0.1;
rissbreite 1;6;0.1;
belag der;6;0.1;
verformung infolge;6;0.1;
der strasse;6;0.1;
t calcaire;6;0.1;
von kleinen;6;0.1;
d terioration;6;0.1;
tement d;6;0.1;
und 5;6;0.1;
aucune d;6;0.1;
dem erdreich;6;0.1;
auf ganze;6;0.1;
und lokal;6;0.1;
auch mit;6;0.1;
cm und;6;0.1;
ausf hrungsbedingt;6;0.1;
zwischen 2;6;0.1;
50 x;6;0.1;
nge zwischen;6;0.1;
avec fissuration;6;0.1;
la grille;6;0.1;
pigeons l;6;0.1;
bis 3;6;0.1;
humidit et;6;0.1;
eau de;6;0.1;
le sommier;6;0.1;
fl chige;6;0.1;
de pigeons;6;0.1;
nur sehr;6;0.1;
et armature;6;0.1;
bewuchs;6;0.1;nur von(1)|von oben(1)|oben zug(1)|zug nglich(1)|auf ganze(1)|ganze l(1)|l nge(1)|nge vollst(1)|vollst ndig(1)|ndig berwachsen(1)|kleine bewuchs(1)|bewuchs aber(1)|aber sollten(1)|sollten durch(1)|durch unterhalt(1)|unterhalt entfernen(1)|entfernen werden(1)
s la;6;0.1;
grande ouverture;6;0.1;
nur wenige;6;0.1;
proche de;6;0.1;
fissures constat;6;0.1;
regelm ssig;6;0.1;
bewehrungseisen aufgrund;6;0.1;
moiti inf;6;0.1;
fundaments rissbreite;6;0.1;
joint avec;6;0.1;
besch digt;6;0.1;
eau provenant;6;0.1;
raison des;6;0.1;
et non;6;0.1;
accentu es;6;0.1;
auch im;6;0.1;
sen des;6;0.1;
br ckenuntersicht;6;0.1;
au gel;6;0.1;
5 1;6;0.1;
ssigem ausmass;6;0.1;
e par;6;0.1;
diverse systematische;6;0.1;
0 5m;6;0.1;
rieurs 0;6;0.1;
der gel;6;0.1;
s fissures;6;0.1;
m rtelfuge;6;0.1;
serr s;6;0.1;
sup rieurs;6;0.1;
70 cm;6;0.1;
5mm trame;6;0.1;
pas visible;6;0.1;
le temps;6;0.1;
s dwand;6;0.1;
das rohr;6;0.1;
haupts chlich;6;0.1;
jointoyage li;6;0.1;
geringf gige;6;0.1;
collement du;6;0.1;
et transversales;6;0.1;
de construction;6;0.1;
horizontales ouverture;6;0.1;
par une;6;0.1;
des widerlagers;6;0.1;
leichte spurrinnen;6;0.1;
pour les;6;0.1;
entretoise pile;6;0.1;
une paisseur;6;0.1;
la section;6;0.1;
et craquel;6;0.1;
e de;6;0.1;
ist durch;6;0.1;
wandoberfl che;6;0.1;
che und;6;0.1;
la mousse;6;0.1;
lokal;6;0.1;insgesamt ca(2)|ca 10(2)|insgesamt 2(1)|2 stk(1)|teilweise sind(1)|sind ausbl(1)|ausbl hungen(1)|hungen versinterungen(1)|versinterungen und(1)|und kalkausscheidungen(1)|kalkausscheidungen lteren(1)|lteren datums(1)|zahlreiche mit(1)|mit ausbr(1)|ausbr chen(1)|chen durch(1)|durch lkw(1)|lkw evtl(1)|evtl schon(1)|schon besch(1)|besch digungen(1)|digungen der(1)|der abdichtung(1)|10 stk(1)|auf ca(1)|10 der(1)|der fl(1)|fl che(1)|insgesamt 6(1)|6 stk(1)|ganze l(1)|l nge(1)|einzelne(1)|ca 70(1)|70 0(1)|0 m2(1)|insgesamt bei(1)|bei ca(1)|ca 30(1)|30 pfosten(1)
des clats;6;0.1;
chocs de;6;0.1;
riss im;6;0.1;
des poutres;6;0.1;
freiliegender bewehrung;6;0.1;
environ 30cm;6;0.1;
un rev;6;0.1;
fl chig;6;0.1;
verformungen infolge;6;0.1;
zone centrale;6;0.1;
m tres;6;0.1;
t gsb;6;0.1;
provenant du;6;0.1;
fauts limin;6;0.1;
limin s;6;0.1;
humides et;6;0.1;
in richtung;6;0.1;
auf gesamter;6;0.1;
verm rtelung;6;0.1;
plaque d;6;0.1;
es sind;6;0.1;
e dans;6;0.1;
ton en;6;0.1;
sup rieur;6;0.1;
teilweise infolge;6;0.1;
nge bis;6;0.1;
m me;6;0.1;
formation du;6;0.1;
vollst ndig;6;0.1;
coulures de;6;0.1;
de dalle;6;0.1;
mit freilegender;6;0.1;
importantes traces;6;0.1;
bei inspektion;6;0.1;
0 1mm;6;0.1;
jusqu 1mm;6;0.1;
d env;6;0.1;
d appuis;6;0.1;
des coulures;6;0.1;
de graviers;6;0.1;
der letzten;6;0.1;
constatation non;6;0.1;
0 x;6;0.1;
m mit;6;0.1;
une conduite;6;0.1;
pas une;6;0.1;
cm in;6;0.1;
de zone;6;0.1;
1 0mm;6;0.1;
goutte goutte;6;0.1;
d tachement;6;0.1;
au rev;6;0.1;
raccord au;6;0.1;
starke anzeichen;6;0.1;
risse unter;6;0.1;
concerne un;6;0.1;
inclin e;6;0.1;
le rhabillage;6;0.1;
t che;6;0.1;
tout le;6;0.1;
im widerlager;6;0.1;
cher im;6;0.1;
venues d;6;0.1;
die dauerhaftigkeit;6;0.1;
apparente et;6;0.1;
en toile;6;0.1;
chasse neige;6;0.1;
oi g3026;6;0.1;
oberfl chige;6;0.1;
che an;6;0.1;
auf den;6;0.1;
comprise dans;6;0.1;
maintenant comprise;6;0.1;
est maintenant;6;0.1;
plus aucune;6;0.1;
2019 plus;6;0.1;
n ral;6;0.1;
pas partie;6;0.1;
et initiation;6;0.1;
au sommet;6;0.1;
ausf hrungsfehler;6;0.1;
diverser bewuchs;6;0.1;
stadium risse;6;0.1;
des ankers;6;0.1;
aufkommender bewuchs;6;0.1;
protection d;6;0.1;
pipettes avec;6;0.1;
durchgehend gerissen;6;0.1;
aussinterungen bei;6;0.1;
der rohrsohle;6;0.1;
partie en;6;0.1;
f r;6;0.1;
re corrosion;6;0.1;
mit kalkaussinterung;6;0.1;
protection antirouille;6;0.1;
uplan 2020;6;0.1;
l uplan;6;0.1;
chang lors;6;0.1;
des os;6;0.1;
longueur sur;6;0.1;
por se;6;0.1;
abplatzung mit;6;0.1;
1m avec;6;0.1;
rapport au;6;0.1;
steinquader an;6;0.1;
constatation a;6;0.1;
d placements;6;0.1;
1 5m;6;0.1;
und oder;6;0.1;
largeur de;6;0.1;
b umen;6;0.1;
visibles sur;6;0.1;
joint chang;6;0.1;
l cher;6;0.1;
schen und;6;0.1;
bedingte risse;6;0.1;
aar bedingte;6;0.1;
ches humides;6;0.1;
visible sous;6;0.1;
hauteur de;6;0.1;
freiliegender korrodierter;6;0.1;
la r;6;0.1;
4mm trame;6;0.1;
fissure au;6;0.1;
mm versintert;6;0.1;
0 50m;6;0.1;
vom einlaufbauwerk;6;0.1;
vereinzelte l;6;0.1;
au centre;6;0.1;
einer l;6;0.1;
undichter fb;6;0.1;
une longueur;6;0.1;
korrodierte bewehrungseisen;6;0.1;
armatures du;6;0.1;
von undichtigkeiten;6;0.1;
et mi;6;0.1;
der mauerentw;6;0.1;
dessus du;6;0.1;
la b;6;0.1;
fortgeschrittenem stadium;6;0.1;
due des;6;0.1;
im rohr;6;0.1;
et longueur;6;0.1;
le m;6;0.1;
den fugenbereichen;6;0.1;
enti rement;6;0.1;
env 0;6;0.1;
bei rissen;6;0.1;
oberfl chlich;6;0.1;
avec probablement;6;0.1;
et pr;6;0.1;
1 2;6;0.1;
tation dans;6;0.1;
und teilweise;6;0.1;
am fzrs;6;0.1;
vereinzelt bis;6;0.1;
abplatzung und;6;0.1;
anprall am;6;0.1;
t brig;6;0.1;
et un;6;0.1;
betr gt;6;0.1;
rieure de;6;0.1;
la peinture;6;0.1;
un tassement;6;0.1;
de scellement;6;0.1;
und freiliegende;6;0.1;
einfluss auf;5;0.08;
re de;5;0.08;
du couronnement;5;0.08;
d entr;5;0.08;
enrobage des;5;0.08;
der maueroberfl;5;0.08;
mechanische sch;5;0.08;
localis es;5;0.08;
joint entre;5;0.08;
est plus;5;0.08;
trame de;5;0.08;
suite un;5;0.08;
netzartige aar;5;0.08;
gulier avec;5;0.08;
de camion;5;0.08;
sud est;5;0.08;
les l;5;0.08;
application d;5;0.08;
mit abplatzung;5;0.08;
j r;5;0.08;
de blocs;5;0.08;
clat du;5;0.08;
kleine b;5;0.08;
lagerdichtung rutscht;5;0.08;
x 15;5;0.08;
partie centrale;5;0.08;
dues au;5;0.08;
en g;5;0.08;
m x;5;0.08;
br stung;5;0.08;
x 0;5;0.08;
fissure inclin;5;0.08;
in fugen;5;0.08;
zone d;5;0.08;
une d;5;0.08;
und lokale;5;0.08;
t remplac;5;0.08;
x 2;5;0.08;
im beton;5;0.08;
ch e;5;0.08;
mit heissvergussmasse;5;0.08;
heissvergussmasse verf;5;0.08;
s sur;5;0.08;
d homme;5;0.08;
und bewuchs;5;0.08;
teilweise stark;5;0.08;
la construction;5;0.08;
verticale sur;5;0.08;
age et;5;0.08;
et rev;5;0.08;
stalactites de;5;0.08;
auch infolge;5;0.08;
protection faits;5;0.08;
plusieurs centim;5;0.08;
3mm sans;5;0.08;
droit d;5;0.08;
centim tres;5;0.08;
une zone;5;0.08;
faits sur;5;0.08;
de bois;5;0.08;
et une;5;0.08;
s au;5;0.08;
ssere abplatzung;5;0.08;
obstru e;5;0.08;
che auf;5;0.08;
widerlager gondo;5;0.08;
lokale korrosion;5;0.08;
die st;5;0.08;
abplatzungen des;5;0.08;
verticale ouverture;5;0.08;
ucher und;5;0.08;
verankerung der;5;0.08;
aussinterungen m;5;0.08;
angles des;5;0.08;
trame pas;5;0.08;
r parties;5;0.08;
parties sur;5;0.08;
environ ouv;5;0.08;
der leitmauer;5;0.08;
m rtels;5;0.08;
fl gel;5;0.08;
relativ verschiebung;5;0.08;
45 le;5;0.08;
entretoise mi;5;0.08;
mi trav;5;0.08;
teilweise bis;5;0.08;
et du;5;0.08;
l uft;5;0.08;
belag und;5;0.08;
infolge undichtem;5;0.08;
armature de;5;0.08;
aussinterungen an;5;0.08;
am mauerfuss;5;0.08;
derni res;5;0.08;
rost und;5;0.08;
s d;5;0.08;
du rhabillage;5;0.08;
riss bis;5;0.08;
de 1;5;0.08;
vermehrt im;5;0.08;
d clatement;5;0.08;
auf ca;5;0.08;
schwindrisse;5;0.08;rissl nge(2)|betr gt(2)|nge betr(1)|gt 70(1)|70 cm(1)|cm und(1)|und rissbreite(1)|rissbreite betr(1)|gt bis(1)|bis zu(1)|zu 1(1)|1 0(1)|0 mm(1)|rissbreite 0(1)|0 3(1)|3 mm(1)|mm und(1)|und rissl(1)|nge 100(1)|100 cm(1)|insgesamt 3(1)|3 stk(1)|insgesamt ca(1)|ca 43(1)|43 stk(1)
bei abplatzungen;5;0.08;
de taches;5;0.08;
m teilweise;5;0.08;
au milieu;5;0.08;
bas du;5;0.08;
pas tanche;5;0.08;
mit ablagerungen;5;0.08;
gr sse;5;0.08;
horizontale et;5;0.08;
joints refaits;5;0.08;
zu sein;5;0.08;
zum zeitpunkt;5;0.08;
zeitpunkt der;5;0.08;
ches brun;5;0.08;
brun tres;5;0.08;
korrosion und;5;0.08;
verschiebung von;5;0.08;
100 cm;5;0.08;
der anschlussfuge;5;0.08;
haben sich;5;0.08;
avec localement;5;0.08;
depuis les;5;0.08;
localement des;5;0.08;
stelle mit;5;0.08;
leicht versintert;5;0.08;
sont pas;5;0.08;
r fection;5;0.08;
aussinterungen rissbreite;5;0.08;
une largeur;5;0.08;
korrosion ohne;5;0.08;
long des;5;0.08;
larges zones;5;0.08;
als begleitschaden;5;0.08;
m ssigen;5;0.08;
an wenigen;5;0.08;
wenigen stellen;5;0.08;
aucun d;5;0.08;
der stahloberfl;5;0.08;
sind lose;5;0.08;
fissures verticale;5;0.08;
an verschiedenen;5;0.08;
verschiedenen stellen;5;0.08;
veloppement longitudinal;5;0.08;
bei st;5;0.08;
jonction avec;5;0.08;
vereinzelt freiliegende;5;0.08;
3 m;5;0.08;
mehrheitlich unter;5;0.08;
die untersicht;5;0.08;
sserungs ffnungen;5;0.08;
mm et;5;0.08;
st rker;5;0.08;
verformt und;5;0.08;
est consid;5;0.08;
du pi;5;0.08;
graffitis sont;5;0.08;
l sst;5;0.08;
ab m;5;0.08;
trouv etat;5;0.08;
etat chang;5;0.08;
in einer;5;0.08;
qui n;5;0.08;
von 0;5;0.08;
verkippung der;5;0.08;
von steinen;5;0.08;
fissures probablement;5;0.08;
setzungen und;5;0.08;
autour de;5;0.08;
avec initiation;5;0.08;
lokal anzeichen;5;0.08;
es de;5;0.08;
grosser riss;5;0.08;
60 cm;5;0.08;
starke aussinterungen;5;0.08;
est encrass;5;0.08;
le chasse;5;0.08;
pas consid;5;0.08;
vermehrt;5;0.08;
zu 5;5;0.08;
wassersinterungen aufgrund;5;0.08;
les faces;5;0.08;
ist mit;5;0.08;
sans infiltration;5;0.08;
0 und;5;0.08;
infolge undichtigkeite;5;0.08;
de fissure;5;0.08;
und risse;5;0.08;
undichtigkeite der;5;0.08;
ganze st;5;0.08;
aufgrund wasser;5;0.08;
rebouch s;5;0.08;
en 2025;5;0.08;
c bles;5;0.08;
e mais;5;0.08;
scellement de;5;0.08;
in fortgeschrittenem;5;0.08;
est clat;5;0.08;
unterhalb loser;5;0.08;
boden rissbreite;5;0.08;
rtelfugen sind;5;0.08;
mm mehrheitlich;5;0.08;
abplatzungen auf;5;0.08;
inf c;5;0.08;
a d;5;0.08;
200cm sans;5;0.08;
breite bis;5;0.08;
aufgrund korrosion;5;0.08;
1 stk;5;0.08;
avait t;5;0.08;
supprimer non;5;0.08;
freilegender bewehrung;5;0.08;
fuge zwischen;5;0.08;
pas le;5;0.08;
besch digung;5;0.08;
betonqualit t;5;0.08;
seit der;5;0.08;
cet l;5;0.08;
ment a;5;0.08;
gender beton;5;0.08;
rioration n;5;0.08;
perte de;5;0.08;
de glace;5;0.08;
substance cr;5;0.08;
max 10;5;0.08;
ganzer l;5;0.08;
humide constat;5;0.08;
cr ation;5;0.08;
zu beginn;5;0.08;
ation d;5;0.08;
humide et;5;0.08;
geringem materialabtrag;5;0.08;
bei fuge;5;0.08;
m ssige;5;0.08;
mit l;5;0.08;
kornausbr che;5;0.08;
che im;5;0.08;
50cm ouverture;5;0.08;
gende beton;5;0.08;
bereich am;5;0.08;
abplatzung der;5;0.08;
anschluss an;5;0.08;
et l;5;0.08;
des murs;5;0.08;
de part;5;0.08;
unterf hrung;5;0.08;
part et;5;0.08;
ger ll;5;0.08;
den an;5;0.08;
tr ger;5;0.08;
vereinzelt lokale;5;0.08;
fissures principalement;5;0.08;
murs d;5;0.08;
nge losgel;5;0.08;
ganze h;5;0.08;
losgel st;5;0.08;
kiesnester auf;5;0.08;
kalkausscheidungen und;5;0.08;
autour des;5;0.08;
kante der;5;0.08;
calcaire ouverture;5;0.08;
jedoch nur;5;0.08;
tre supprim;5;0.08;
sowie mit;5;0.08;
mit feinen;5;0.08;
in entw;5;0.08;
vraisemblablement inf;5;0.08;
n cessaire;5;0.08;
une partie;5;0.08;
eclat du;5;0.08;
risse sind;5;0.08;
teilweise gelbildung;5;0.08;
gelbildung in;5;0.08;
joint non;5;0.08;
versintert rissbreiten;5;0.08;
den mauerfugen;5;0.08;
de transition;5;0.08;
form s;5;0.08;
fissures vraisemblablement;5;0.08;
rior s;5;0.08;
transversales avec;5;0.08;
c dentes;5;0.08;
m ssig;5;0.08;
7 cm;5;0.08;
in einem;5;0.08;
par des;5;0.08;
localis e;5;0.08;
quer zur;5;0.08;
tige m;5;0.08;
tallique des;5;0.08;
cution lors;5;0.08;
de pr;5;0.08;
pr contrainte;5;0.08;
calcaire au;5;0.08;
zur zeit;5;0.08;
zeit der;5;0.08;
und sch;5;0.08;
eau par;5;0.08;
des fahrbahn;5;0.08;
fahrbahn bergangs;5;0.08;
teilweise aufgrund;5;0.08;
cution armature;5;0.08;
armature est;5;0.08;
bzw des;5;0.08;
80 cm;5;0.08;
steinen und;5;0.08;
des br;5;0.08;
couronnement du;5;0.08;
fugen und;5;0.08;
zu 6;5;0.08;
auf eine;5;0.08;
6 cm;5;0.08;
gerissen und;5;0.08;
e au;5;0.08;
substance a;5;0.08;
abplatzungen mit;5;0.08;
tanche au;5;0.08;
kleinen str;5;0.08;
et formation;5;0.08;
lokal mit;4;0.07;
kleinere abplatzungen;4;0.07;
die fuge;4;0.07;
les conduites;4;0.07;
lokale kalkausscheidungen;4;0.07;
v rifier;4;0.07;
biaises dans;4;0.07;
placement de;4;0.07;
der bodenplatte;4;0.07;
oder gerissen;4;0.07;
la porte;4;0.07;
entw sserungsrohre;4;0.07;
s dseite;4;0.07;
teilweise starke;4;0.07;
und ausbl;4;0.07;
temperaturschwankungen rissbreite;4;0.07;
t identifi;4;0.07;
vor der;4;0.07;
que le;4;0.07;
den aufgrund;4;0.07;
mur du;4;0.07;
surface ouverture;4;0.07;
durch ein;4;0.07;
mit hv;4;0.07;
rouille au;4;0.07;
max 20;4;0.07;
rissbreite und;4;0.07;
am fb;4;0.07;
weisen auf;4;0.07;
ablagerungen wie;4;0.07;
derri re;4;0.07;
dommages m;4;0.07;
remplac e;4;0.07;
entretoise sur;4;0.07;
re le;4;0.07;
t le;4;0.07;
rouille en;4;0.07;
dem belag;4;0.07;
entretoise et;4;0.07;
